barrio;inicial;priminc;primcomp;secinc;seccomp;terinc;tercomp;univinc;univcomp;posinc;poscomp;sabeleer;nosabeleer;cobertura;nocobertura;ocupados;desocupados;inactivos;nbi1;nbi2;nbi3;nbi4;nbi5;sinpriv;privpat;privrec;privconv;casa;rancho;casilla;departamento;piezaolocal;uno;dos;tres;cuatro;cinco;seis;siete;ochoomas
Los Ceibos;0.004081633;0.089795918;0.220408163;0.212244898;0.175510204;0.040816327;0.093877551;0.081632653;0.073469388;0.004081633;0.004081633;1.002506266;0.011278195;0.766908213;0.233091787;0.508100147;0.039764359;0.452135493;0.004830918;0.007246377;0;0;0;0.946859903;0.016908213;0.031400966;0.004830918;0.963709677;0.008064516;0;0.02016129;0.008064516;0.120967742;0.22983871;0.205645161;0.22983871;0.116935484;0.056451613;0.028225806;0.012096774
Los Chingolos;0.038251366;0.084699454;0.379781421;0.284153005;0.158469945;0.021857923;0.008196721;0.016393443;0.005464481;0;0.00273224;0.970365265;0.049620951;0.454030227;0.545969773;0.601036269;0.038341969;0.360621762;0.056675063;0.003148615;0.006926952;0;0.010075567;0.748740554;0.164987406;0.067380353;0.018891688;0.994623656;0;0;0.002688172;0.002688172;0.045698925;0.110215054;0.163978495;0.282258065;0.180107527;0.123655914;0.040322581;0.053763441
Los Eucaliptus;0.013774105;0.1184573;0.300275482;0.283746556;0.173553719;0.019283747;0.038567493;0.035812672;0.013774105;0.002754821;0;0.973520249;0.024143302;0.685778109;0.314221891;0.557345972;0.0492891;0.393364929;0.029039464;0;0;0;0.000744602;0.906180194;0.04988831;0.042442293;0.001489203;0.943699732;0;0;0.056300268;0;0.115281501;0.166219839;0.246648794;0.171581769;0.150134048;0.09383378;0.045576408;0.010723861
Los Filtros;0.117948718;0.215384615;0.348717949;0.215384615;0.076923077;0.015384615;0.005128205;0;0.005128205;0;0;0.918536009;0.061393152;0.280225989;0.719774011;0.56097561;0.032520325;0.406504065;0.232768362;0.010169492;0.038418079;0.007909605;0.006779661;0.702824859;0.254237288;0.014689266;0.028248588;0.965346535;0.00990099;0.00990099;0.014851485;0;0.089108911;0.118811881;0.163366337;0.193069307;0.153465347;0.128712871;0.084158416;0.069306931
Los Fresnos;0.006993007;0.090909091;0.293706294;0.412587413;0.167832168;0.006993007;0;0.020979021;0;0;0;0.979591837;0.044217687;0.644444444;0.355555556;0.564231738;0.037783375;0.397984887;0.171428571;0.001587302;0.011111111;0;0;0.787301587;0.146031746;0.052380952;0.014285714;0.993243243;0;0;0;0.006756757;0.027027027;0.087837838;0.236486486;0.209459459;0.263513514;0.094594595;0.067567568;0.013513514
Los Gigantes;0.027459954;0.087719298;0.23798627;0.191456903;0.235697941;0.032036613;0.067124333;0.072463768;0.044241037;0.000762777;0.003051106;0.957652623;0.020421324;0.723789474;0.276210526;0.603452927;0.043161586;0.353385487;0.049894737;0.003157895;0.011578947;0;0.002105263;0.939578947;0.039789474;0.014526316;0.006105263;0.908682635;0;0.001497006;0.086826347;0.002994012;0.096556886;0.200598802;0.22754491;0.221556886;0.127245509;0.071856287;0.03742515;0.017215569
Los Granados;0.0125;0.1;0.20625;0.15;0.25625;0.01875;0.10625;0.075;0.0625;0;0.0125;0.961464355;0.023121387;0.73358349;0.26641651;0.511737089;0.030516432;0.457746479;0.018761726;0;0.00750469;0;0;0.919324578;0.054409006;0.018761726;0.00750469;0.931677019;0;0;0.068322981;0;0.167701863;0.236024845;0.217391304;0.111801242;0.124223602;0.080745342;0.043478261;0.01863354
Los Hornillos;0.025210084;0.092436975;0.457983193;0.138655462;0.222689076;0.008403361;0.037815126;0.008403361;0.008403361;0;0;0.978094195;0.033953998;0.455761317;0.544238683;0.574789916;0.035294118;0.389915966;0.068930041;0;0.008230453;0;0.044238683;0.897119342;0.04218107;0.060699588;0;1;0;0;0;0;0.068548387;0.165322581;0.189516129;0.221774194;0.201612903;0.080645161;0.036290323;0.036290323
Los Jacarandaes;0.024875622;0.154228856;0.28358209;0.31840796;0.149253731;0.019900498;0.029850746;0.019900498;0;0;0;0.923264312;0.047503045;0.385064177;0.614935823;0.58573854;0.052631579;0.361629881;0.13302217;0.032672112;0.002333722;0;0.014002334;0.856476079;0.101516919;0.039673279;0.002333722;0.935960591;0.009852217;0.019704433;0.024630542;0.009852217;0.078817734;0.15270936;0.137931034;0.226600985;0.172413793;0.098522167;0.068965517;0.064039409
Los Josefinos;0.106557377;0.213114754;0.385245902;0.213114754;0.073770492;0;0;0.008196721;0;0;0;0.919517103;0.078470825;0.344045369;0.655954631;0.66091954;0.103448276;0.235632184;0.419659735;0.013232514;0.011342155;0;0.041587902;0.4536862;0.485822306;0.024574669;0.035916824;0.942622951;0;0;0.016393443;0.040983607;0.163934426;0.12295082;0.139344262;0.155737705;0.139344262;0.114754098;0.090163934;0.073770492
Los Naranjos;0.008591065;0.053264605;0.132302405;0.135738832;0.216494845;0.053264605;0.099656357;0.14604811;0.132302405;0.008591065;0.013745704;0.984299517;0.01147343;0.876312719;0.123687281;0.542194093;0.036568214;0.421237693;0.005834306;0;0.002333722;0;0;0.961493582;0.004667445;0.021003501;0.001750292;0.914529915;0;0;0.085470085;0;0.169230769;0.304273504;0.217094017;0.158974359;0.087179487;0.051282051;0.01025641;0.001709402
Los Olmos;0.012345679;0.111111111;0.24691358;0.189300412;0.185185185;0.049382716;0.04526749;0.076131687;0.074074074;0.008230453;0.002057613;0.962616822;0.024189115;0.704797048;0.295202952;0.581618656;0.04526749;0.373113855;0.080126516;0.002108593;0.003162889;0;0.002635741;0.894570374;0.064312072;0.03373748;0.007380074;0.928838951;0.001872659;0;0.063670412;0.005617978;0.104868914;0.20411985;0.228464419;0.20411985;0.121722846;0.08988764;0.018726592;0.028089888
Los Olmos Sud;0.012539185;0.122257053;0.31661442;0.231974922;0.203761755;0.02507837;0.02507837;0.040752351;0.015673981;0.003134796;0.003134796;0.953565506;0.025704809;0.589540412;0.410459588;0.598253275;0.061135371;0.340611354;0.099841521;0.008716323;0.012678288;0;0.010301109;0.888272583;0.067353407;0.033280507;0.011093502;0.891975309;0.009259259;0;0.089506173;0.009259259;0.089506173;0.160493827;0.179012346;0.212962963;0.182098765;0.080246914;0.070987654;0.024691358
Los Paraisos;0.008588957;0.076687117;0.213496933;0.214723926;0.220858896;0.050920245;0.055214724;0.090184049;0.06196319;0.001226994;0.006134969;0.953779867;0.022914219;0.74439977;0.25560023;0.560321716;0.046063856;0.393614428;0.052651733;0.000574383;0.000957304;0;0.002871913;0.963048057;0.014551024;0.018571702;0.001723148;0.898232785;0;0;0.099939062;0.001828154;0.157221207;0.238269348;0.226691042;0.195612431;0.091407678;0.046922608;0.02559415;0.018281536
Los Pinos;0.069498069;0.148648649;0.314671815;0.200772201;0.150579151;0.021235521;0.030888031;0.036679537;0.023166023;0;0.003861004;0.936;0.0304;0.583682008;0.416317992;0.578;0.041333333;0.380666667;0.088389121;0.008368201;0.009414226;0;0.000523013;0.900104603;0.080543933;0.016213389;0.003138075;0.935238095;0;0.007619048;0.053333333;0.003809524;0.131428571;0.167619048;0.196190476;0.219047619;0.12952381;0.087619048;0.036190476;0.032380952
Los Plátanos;0.01070442;0.087016575;0.19820442;0.214088398;0.217196133;0.039709945;0.053867403;0.102900552;0.069751381;0.002417127;0.004143646;0.967448189;0.021980322;0.73006569;0.26993431;0.582700476;0.039644742;0.377654782;0.061546235;0.002425467;0.005255179;0;0.003233957;0.925922183;0.039615968;0.024254674;0.00353714;0.878520529;0.000678656;0.000339328;0.117407533;0.003053953;0.13607058;0.228367832;0.21784866;0.198506956;0.117068205;0.054631829;0.031218188;0.01628775
Los Robles;0.02402746;0.118993135;0.196796339;0.233409611;0.18993135;0.027459954;0.059496568;0.086956522;0.054919908;0.00228833;0.005720824;0.946726573;0.037869063;0.59128823;0.40871177;0.595951075;0.050611556;0.353437368;0.108433735;0.19493358;0.02811245;0;0.009885697;0.679950572;0.282669138;0.009576769;0.027803522;0.732441472;0.026755853;0.192865106;0.04793757;0;0.115942029;0.191750279;0.197324415;0.204013378;0.128205128;0.090301003;0.066889632;0.005574136
Los Sauces;0.026422764;0.174796748;0.290650407;0.233739837;0.166666667;0.020325203;0.038617886;0.036585366;0.008130081;0;0.004065041;0.957901159;0.027455766;0.633215962;0.366784038;0.543659833;0.050873197;0.40546697;0.053403756;0.003521127;0.008802817;0;0.002934272;0.897887324;0.063967136;0.029342723;0.008802817;0.949799197;0;0;0.046184739;0.004016064;0.130522088;0.198795181;0.204819277;0.238955823;0.106425703;0.072289157;0.036144578;0.012048193
Lourdes;0.252964427;0.201581028;0.28458498;0.158102767;0.067193676;0.003952569;0.003952569;0.019762846;0.007905138;0;0;0.962679426;0.044019139;0.360424028;0.639575972;0.553191489;0.061326658;0.385481852;0.25795053;0.007067138;0.065371025;0;0.028268551;0.636925795;0.286219081;0.052120141;0.024734982;0.830769231;0.011538462;0;0.153846154;0.003846154;0.088461538;0.130769231;0.15;0.188461538;0.184615385;0.1;0.076923077;0.080769231
Maipu Seccion 1;0.022590361;0.049698795;0.100903614;0.123493976;0.204819277;0.042168675;0.090361446;0.140060241;0.185240964;0.013554217;0.027108434;0.965449161;0.016288253;0.870468826;0.129531174;0.563848397;0.033236152;0.402915452;0.014016433;0;0;0;0.001933301;0.977767037;0.001449976;0.016916385;0.000966651;0.898809524;0;0;0.101190476;0;0.160714286;0.255952381;0.197916667;0.22172619;0.09672619;0.044642857;0.017857143;0.004464286
Maipu Seccion 2;0.007002801;0.021008403;0.078431373;0.093837535;0.207282913;0.043417367;0.106442577;0.158263305;0.233893557;0.008403361;0.042016807;0.973314607;0.011235955;0.911080711;0.088919289;0.588140162;0.027493261;0.384366577;0;0;0;0;0;0.964888281;0.009119927;0.021431829;0.000455996;0.87250996;0;0;0.12749004;0;0.151394422;0.289508632;0.245683931;0.196547145;0.077025232;0.02124834;0.015936255;0.002656042
Maldonado;0.067909454;0.225699068;0.378828229;0.227696405;0.077896138;0.004660453;0.003994674;0.011318242;0.001997337;0;0;0.976423709;0.054457911;0.345714286;0.654285714;0.509944134;0.060558659;0.429497207;0.242406015;0.009172932;0.029022556;0.002105263;0.022105263;0.67518797;0.230526316;0.046917293;0.047368421;0.906367041;0.011860175;0.008114856;0.070536829;0.003121099;0.112359551;0.155430712;0.164794007;0.166042447;0.147315855;0.095505618;0.100499376;0.058052434
Marcelo T de Alvear;0.125356125;0.132478632;0.294871795;0.206552707;0.148148148;0.018518519;0.031339031;0.027065527;0.014245014;0;0.001424501;0.973146293;0.020440882;0.590578322;0.409421678;0.565365854;0.050243902;0.384390244;0.08234393;0.016468786;0.00306396;0;0.00689391;0.844504021;0.111068556;0.033703562;0.010723861;0.918424754;0;0;0.061884669;0.019690577;0.101265823;0.196905767;0.205344585;0.182841069;0.164556962;0.087201125;0.042194093;0.019690577
Marcos Sastre;0.032786885;0.095081967;0.281967213;0.252459016;0.2;0.026229508;0.026229508;0.042622951;0.042622951;0;0;0.989963504;0.02189781;0.635111876;0.364888124;0.573770492;0.035128806;0.391100703;0.096385542;0.003442341;0.00172117;0;0.007745267;0.91222031;0.030981067;0.055938038;0.000860585;0.954545455;0;0;0.042207792;0.003246753;0.077922078;0.185064935;0.159090909;0.269480519;0.172077922;0.068181818;0.055194805;0.012987013
Marechal;0.068722467;0.089867841;0.221145374;0.215859031;0.175330396;0.043171806;0.044052863;0.096035242;0.037004405;0.003524229;0.005286344;0.963766199;0.028828352;0.636685195;0.363314805;0.582757486;0.046725897;0.370516617;0.078827691;0.007326933;0.009348156;0;0.003031834;0.889085397;0.066195048;0.027286508;0.002779181;0.826873385;0.005167959;0;0.15503876;0.012919897;0.182601206;0.20585702;0.173987941;0.171403962;0.139534884;0.073212748;0.029285099;0.02411714
Maria Lastenia;0.062111801;0.208074534;0.248447205;0.295031056;0.099378882;0.01863354;0.02173913;0.031055901;0.01552795;0;0;1.200348432;0.092334495;0.41080402;0.58919598;0.561717352;0.050089445;0.388193202;0.180904523;0.037688442;0.02638191;0;0.036432161;0.543969849;0.177135678;0.050251256;0.228643216;0.98206278;0;0.011210762;0;0.006726457;0.737668161;0.058295964;0.051569507;0.062780269;0.033632287;0.035874439;0.020179372;0
Mariano Balcarce;0.009756098;0.027642276;0.092682927;0.144715447;0.193495935;0.061788618;0.092682927;0.167479675;0.190243902;0.001626016;0.017886179;0.965753425;0.012720157;0.853764479;0.146235521;0.635177129;0.037290242;0.327532629;0.013030888;0.001930502;0.001447876;0;0;0.957528958;0.028957529;0.012065637;0.001447876;0.822358346;0;0;0.17611026;0.001531394;0.174578867;0.21898928;0.188361409;0.206738132;0.13323124;0.055130168;0.018376723;0.004594181
Mariano Fragueiro;0.022564103;0.232820513;0.325128205;0.225641026;0.137435897;0.011282051;0.015384615;0.019487179;0.009230769;0;0.001025641;0.964128035;0.031732892;0.564520368;0.435479632;0.563189747;0.042719829;0.394090424;0.172667543;0.019973719;0.021287779;0.001839685;0.008409987;0.850722733;0.101708279;0.031800263;0.014980289;0.866062437;0.001007049;0.004028197;0.109768379;0.019133938;0.110775428;0.178247734;0.179254783;0.210473313;0.136958711;0.085599194;0.058408862;0.040281974
Marques Anexo;0.014104372;0.104372355;0.299012694;0.220733427;0.159379408;0.028208745;0.05077574;0.063469676;0.050070522;0.002820874;0.007052186;1.009117897;0.037531807;0.594501057;0.405498943;0.591075157;0.054279749;0.354645094;0.097865795;0.003076331;0.022495674;0;0.004806768;0.776196885;0.130551817;0.038261873;0.054989425;0.953914141;0.014520202;0.008207071;0.022727273;0.000631313;0.267676768;0.124368687;0.173611111;0.169191919;0.123737374;0.071338384;0.057449495;0.012626263
Marques de Sobremonte;0.048261994;0.058891123;0.185004309;0.160298765;0.19649526;0.041080149;0.076989371;0.115484056;0.103705832;0.005458202;0.008330939;0.981703026;0.01838494;0.784137228;0.215862772;0.581083931;0.035322649;0.38359342;0.029127038;0.003991168;0.002038043;0;0.000254755;0.932659647;0.032693614;0.029891304;0.004585598;0.931499158;0.000280741;0.000561482;0.063447501;0.004211117;0.130825379;0.222346996;0.215328467;0.204941044;0.140370578;0.050533408;0.029477821;0.006176305
Mauller;0.02654321;0.147530864;0.298148148;0.257407407;0.139506173;0.021604938;0.037654321;0.048765432;0.02037037;0.000617284;0.001851852;0.997260774;0.041271001;0.565984357;0.434015643;0.53179579;0.044782803;0.423421406;0.087701781;0.040772175;0.016641704;0.002329839;0.004659677;0.79131303;0.119986687;0.03261774;0.034781162;0.878297362;0.007194245;0.035971223;0.070143885;0.008393285;0.149880096;0.186450839;0.190047962;0.196043165;0.131294964;0.069544365;0.058153477;0.018585132
Maurizi;0.012096774;0.072580645;0.133064516;0.185483871;0.169354839;0.056451613;0.084677419;0.133064516;0.125;0.016129032;0.012096774;0.955901427;0.012970169;0.739240506;0.260759494;0.595384615;0.02;0.384615385;0.105063291;0.041772152;0;0;0.003797468;0.948101266;0.027848101;0.02278481;0.001265823;0.823293173;0;0;0.136546185;0.040160643;0.204819277;0.228915663;0.184738956;0.18875502;0.100401606;0.040160643;0.016064257;0.036144578
Mercantil;0.004;0.044;0.168;0.212;0.284;0.036;0.108;0.104;0.04;0;0;0.956674473;0.007025761;0.802784223;0.197215777;0.577142857;0.042857143;0.38;0.005800464;0;0;0;0;0.976798144;0.013921114;0.009280742;0;0.992094862;0;0;0.007905138;0;0.086956522;0.233201581;0.225296443;0.233201581;0.138339921;0.051383399;0.023715415;0.007905138
Militar General Deheza;0;0;0.059701493;0.134328358;0.432835821;0.029850746;0.097014925;0.059701493;0.149253731;0;0.037313433;0.942622951;0.037704918;0.978056426;0.021943574;0.58254717;0.044811321;0.372641509;0.020376176;0;0;0;0;0.956112853;0;0.042319749;0.001567398;1;0;0;0;0;0.007352941;0.007352941;0.139705882;0.375;0.264705882;0.095588235;0.073529412;0.036764706
Mirador;0.052854123;0.104651163;0.204016913;0.204016913;0.195560254;0.028541226;0.067653277;0.089852008;0.048625793;0.001057082;0.003171247;0.958212793;0.022500804;0.667711599;0.332288401;0.569027611;0.037615046;0.393357343;0.068652038;0.005956113;0.005956113;0;0.007836991;0.922884013;0.052351097;0.021316614;0.003448276;0.860851506;0.004153686;0.001038422;0.128764278;0.005192108;0.142263759;0.225337487;0.222222222;0.186915888;0.124610592;0.05192108;0.031152648;0.015576324
Mirador del Chateau;0;0;0.061728395;0.074074074;0.148148148;0.074074074;0.172839506;0.160493827;0.271604938;0.012345679;0.024691358;0.883838384;0.02020202;0.950980392;0.049019608;0.846153846;0.012820513;0.141025641;0;0;0;0;0;0.970588235;0;0.029411765;0;0.012345679;0;0;0.987654321;0;0.222222222;0.320987654;0.259259259;0.12345679;0.061728395;0.012345679;0;0
Miralta;0.123786408;0.209951456;0.344660194;0.211165049;0.083737864;0.003640777;0.01092233;0.012135922;0;0;0;0.976327575;0.049904031;0.394107351;0.605892649;0.559633028;0.065054212;0.375312761;0.128938156;0.04638273;0.019253209;0;0.012543757;0.700408401;0.211493582;0.048424737;0.039673279;0.813636364;0.005681818;0.032954545;0.128409091;0.019318182;0.120454545;0.147727273;0.188636364;0.178409091;0.126136364;0.1125;0.119318182;0.006818182
Mirizzi;0.029411765;0.245098039;0.303921569;0.303921569;0.098039216;0;0;0.009803922;0.009803922;0;0;0.981438515;0.039443155;0.389361702;0.610638298;0.624605678;0.082018927;0.293375394;0.108510638;0.010638298;0.008510638;0;0;0.829787234;0.087234043;0.036170213;0.046808511;0.890909091;0.009090909;0.009090909;0.081818182;0.009090909;0.136363636;0.118181818;0.1;0.181818182;0.154545455;0.154545455;0.145454545;0.009090909
Mutual de los Docentes;0.098814229;0;0.027667984;0.059288538;0.114624506;0.04743083;0.102766798;0.225296443;0.249011858;0.031620553;0.043478261;0.903529412;0.042352941;0.948747153;0.051252847;0.752181501;0.015706806;0.232111693;0.006833713;0.006833713;0;0;0;0.922551253;0.045558087;0.027334852;0.004555809;0.996047431;0;0.003952569;0;0;0.039525692;0.197628458;0.256916996;0.355731225;0.079051383;0.055335968;0.011857708;0.003952569
Nicolás Avellaneda;0.01048218;0.165618449;0.295597484;0.293501048;0.155136268;0.020964361;0.016771488;0.035639413;0.004192872;0;0.002096436;0.982832618;0.023911711;0.609148813;0.390851187;0.521028037;0.059190031;0.419781931;0.049218298;0;0.001158078;0;0.006369427;0.8940359;0.050376375;0.041690793;0.013896931;0.970772443;0;0;0.029227557;0;0.137787056;0.171189979;0.200417537;0.192066806;0.150313152;0.075156576;0.050104384;0.022964509
Nuestro Hogar I;0.173076923;0.115384615;0.391025641;0.224358974;0.057692308;0.019230769;0;0.019230769;0;0;0;1.008992806;0.037769784;0.379254457;0.620745543;0.582733813;0.076738609;0.340527578;0.137763371;0.006482982;0.047001621;0;0;0.512155592;0.38897893;0.061588331;0.037277147;0.987878788;0;0.012121212;0;0;0.115151515;0.175757576;0.181818182;0.218181818;0.127272727;0.090909091;0.078787879;0.012121212
Nuestro Hogar II;0.039408867;0.162561576;0.413793103;0.226600985;0.128078818;0.009852217;0.009852217;0.004926108;0.004926108;0;0;0.988621997;0.04551201;0.397291196;0.602708804;0.535984848;0.054924242;0.409090909;0.283295711;0.010158014;0.019187359;0;0.019187359;0.62979684;0.262979684;0.077878104;0.029345372;0.976303318;0.014218009;0.009478673;0;0;0.075829384;0.118483412;0.146919431;0.241706161;0.203791469;0.118483412;0.047393365;0.047393365
Nuestro hogar III;0.032472939;0.154870941;0.345545379;0.270607827;0.142381349;0.01498751;0.010824313;0.019983347;0.008326395;0;0;0.935348447;0.059193955;0.250289464;0.749710536;0.595772358;0.070243902;0.33398374;0.296024701;0.051910459;0.051717484;0.00270166;0.027209572;0.337128522;0.582207642;0.023157082;0.057506754;0.931707317;0.006504065;0.051219512;0.000813008;0.009756098;0.078861789;0.119512195;0.195121951;0.197560976;0.180487805;0.095121951;0.079674797;0.053658537
Nueva Córdoba;0.016459888;0.002866887;0.015520736;0.018239336;0.112253472;0.044980476;0.051109683;0.504176758;0.178537887;0.024319114;0.031535762;1.396467162;0.00597747;0.876393328;0.123606672;0.488624902;0.046481004;0.464894094;0.003518573;0.008594988;0.000214875;0;8.0578E-05;0.668206602;0.032768392;0.278262738;0.013456528;0.043680525;0;0.00058763;0.94564419;0.010087655;0.426423779;0.405856716;0.119680721;0.034523285;0.009597963;0.002497429;0.001126292;0.000293815
Nueva Córdoba Anexa;0.007604563;0.034220532;0.133079848;0.159695817;0.171102662;0.047528517;0.087452471;0.144486692;0.163498099;0.017110266;0.034220532;0.996807152;0.018518519;0.83931832;0.16068168;0.582132565;0.028097983;0.389769452;0.023737066;0;0;0;0.000608643;0.928788801;0.024345709;0.012781497;0.000608643;0.857685009;0;0;0.142314991;0;0.174573055;0.261859583;0.203036053;0.20683112;0.089184061;0.032258065;0.024667932;0.007590133
Nueva Italia;0.017051153;0.136409228;0.280842528;0.272818455;0.143430291;0.018054162;0.050150451;0.049147442;0.032096289;0;0;0.981246219;0.021778584;0.642032333;0.357967667;0.560029553;0.036202438;0.403768009;0.048210162;0.018187067;0.008371824;0;0.002886836;0.894341801;0.060046189;0.027424942;0.009815242;0.792490119;0.001976285;0;0.187747036;0.017786561;0.162055336;0.225296443;0.182806324;0.158102767;0.131422925;0.063241107;0.067193676;0.009881423
Nuevo Urca;0.077586207;0.327586207;0.155172414;0.25;0.043103448;0.00862069;0.017241379;0.043103448;0.068965517;0;0.00862069;0.893617021;0.119680851;0.220140515;0.779859485;0.608;0.08;0.312;0.330210773;0.358313817;0.039812646;0;0.072599532;0.166276347;0.714285714;0;0.119437939;0.32231405;0.347107438;0.330578512;0;0;0.099173554;0.247933884;0.198347107;0.157024793;0.148760331;0.074380165;0.074380165;0
Obrero;0.039955605;0.023307436;0.093229745;0.102108768;0.185349612;0.045504994;0.086570477;0.156492786;0.208657048;0.022197558;0.036625971;0.989002037;0.011812627;0.826478653;0.173521347;0.615600187;0.035497431;0.348902382;0.022326675;0.003133568;0;0;0;0.947904426;0.013709362;0.035252644;0.003133568;0.586092715;0;0;0.410596026;0.003311258;0.200883002;0.302428256;0.205298013;0.155629139;0.078366446;0.028697572;0.024282561;0.004415011
Observatorio;0.034617049;0.06533968;0.15577672;0.156642146;0.176979662;0.044136737;0.064906967;0.179575941;0.100822155;0.011683254;0.009519688;0.976448714;0.022001859;0.689383816;0.310616184;0.622409683;0.044195855;0.333394462;0.061469933;0.009057164;0.005345212;0.001187825;0.004157387;0.880920564;0.07735709;0.033704529;0.008017817;0.630638298;0.003829787;0.000425532;0.353617021;0.011489362;0.236170213;0.279574468;0.179574468;0.143404255;0.083404255;0.035744681;0.025957447;0.016170213
Ombu;0.007380074;0.036900369;0.086715867;0.086715867;0.164206642;0.04797048;0.099630996;0.145756458;0.254612546;0.018450185;0.051660517;0.982108626;0.008945687;0.890965732;0.109034268;0.611152416;0.034944238;0.353903346;0.0105919;0;0.003115265;0;0;0.960124611;0.014953271;0.023676012;0.001246106;0.863138686;0;0;0.136861314;0;0.166058394;0.304744526;0.186131387;0.197080292;0.094890511;0.03649635;0.00729927;0.00729927
Oña;0.007633588;0.086513995;0.272264631;0.223918575;0.183206107;0.040712468;0.058524173;0.081424936;0.040712468;0;0.005089059;0.962794229;0.01594533;0.728486647;0.271513353;0.60410831;0.039215686;0.356676004;0.049703264;0.003709199;0.00074184;0;0.008160237;0.945103858;0.03189911;0.017804154;0.005192878;0.913924051;0;0;0.081012658;0.005063291;0.156962025;0.207594937;0.202531646;0.192405063;0.116455696;0.055696203;0.043037975;0.025316456
OSN;0.007434944;0.063197026;0.156133829;0.29739777;0.180297398;0.044609665;0.055762082;0.137546468;0.048327138;0.003717472;0.005576208;0.969448991;0.021822149;0.786988458;0.213011542;0.626297578;0.056747405;0.316955017;0.009443861;0.002098636;0;0;0.004197272;0.942287513;0.019412382;0.036726128;0.001573977;0.213893967;0;0.001828154;0.784277879;0;0.122486289;0.179159049;0.221206581;0.224862888;0.138939671;0.080438757;0.021937843;0.010968921
Padre Claret;0;0.018726592;0.014981273;0.086142322;0.119850187;0.04494382;0.104868914;0.198501873;0.329588015;0.011235955;0.071161049;0.95837897;0.014238773;0.893246187;0.106753813;0.644113667;0.02435724;0.331529093;0.008714597;0;0;0;0;0.974945534;0.019607843;0.005446623;0;0.978021978;0;0;0.021978022;0;0.128205128;0.197802198;0.223443223;0.186813187;0.194139194;0.043956044;0.018315018;0.007326007
Palermo Bajo;0.008253095;0.01650619;0.049518569;0.071526823;0.174690509;0.030261348;0.130674003;0.196698762;0.233837689;0.027510316;0.060522696;0.973557692;0.010096154;0.905392621;0.094607379;0.616515837;0.0260181;0.357466063;0;0.000473037;0;0;0;0.945600757;0.038315989;0.009460738;0;0.774281806;0.001367989;0;0.222982216;0.001367989;0.168262654;0.291381669;0.203830369;0.214774282;0.084815321;0.031463748;0.005471956;0
Palmar;0.006920415;0.110726644;0.249134948;0.266435986;0.193771626;0.017301038;0.038062284;0.08650519;0.031141869;0;0;0.955365622;0.022792023;0.674976916;0.325023084;0.583233533;0.050299401;0.366467066;0.081255771;0;0.005540166;0;0;0.907663897;0.064635272;0.024007387;0.003693444;0.965753425;0;0;0.034246575;0;0.109589041;0.167808219;0.212328767;0.20890411;0.143835616;0.068493151;0.065068493;0.023972603
Palmas del Claret;0;0.005780347;0.011560694;0.057803468;0.248554913;0.057803468;0.12716763;0.144508671;0.265895954;0.040462428;0.040462428;0.902636917;0.026369168;0.948818898;0.051181102;0.823699422;0.005780347;0.170520231;0;0;0;0;0;0.937007874;0.033464567;0.029527559;0;0.88;0;0;0.12;0;0.108571429;0.325714286;0.234285714;0.24;0.068571429;0.022857143;0;0
Panamericano;0.004516712;0.079494128;0.21770551;0.216802168;0.206865402;0.036133695;0.057813911;0.110207769;0.061427281;0.002710027;0.006323397;0.956911024;0.016508114;0.763881253;0.236118747;0.544299451;0.038461538;0.417239011;0.0579989;0;0.000274876;0;0.001099505;0.961792194;0.020615723;0.015393073;0.00219901;0.879712747;0;0;0.120287253;0;0.127468582;0.256732496;0.201077199;0.215439856;0.104129264;0.052064632;0.028725314;0.014362657
Parque alameda;0.027624309;0.138121547;0.248618785;0.209944751;0.132596685;0.027624309;0.082872928;0.038674033;0.077348066;0;0.016574586;0.986988848;0.022304833;0.725177305;0.274822695;0.5969163;0.033039648;0.370044053;0.090425532;0;0;0;0.00177305;0.941489362;0.012411348;0.028368794;0.017730496;0.855721393;0;0;0.144278607;0;0.368159204;0.119402985;0.213930348;0.109452736;0.094527363;0.049751244;0.029850746;0.014925373
Parque Atlántica;0.011235955;0.03511236;0.085674157;0.151685393;0.203651685;0.051966292;0.099719101;0.168539326;0.16994382;0.001404494;0.021067416;0.985328916;0.009938476;0.883003224;0.116996776;0.58388521;0.032560706;0.383554084;0.006909258;0.000921234;0;0;0;0.958083832;0.015200368;0.025794565;0.000921234;0.917469051;0;0;0.081155433;0.001375516;0.181568088;0.254470426;0.217331499;0.182943604;0.103163686;0.037138927;0.01650619;0.006877579
Parque Capital;0.02866242;0.02388535;0.070063694;0.099522293;0.187898089;0.043789809;0.102707006;0.150477707;0.243630573;0.01433121;0.035031847;0.969859515;0.012515964;0.91449348;0.08550652;0.599195296;0.027855153;0.372949551;0.00777332;0.002006018;0.000250752;0;0.000250752;0.937061184;0.044633902;0.017051153;0.001253761;0.91693038;0;0;0.080696203;0.002373418;0.151898734;0.224683544;0.208860759;0.232594937;0.11471519;0.049841772;0.015031646;0.002373418
